id_municipio,nome_municipio,populacao
2204550,Guaribas - PI,4556
2204600,Hugo Napoleão - PI,3875
2204659,Ilha Grande - PI,9394
2204709,Inhuma - PI,15296
2204808,Ipiranga do Piauí - PI,9782
2204907,Isaías Coelho - PI,8551
2205003,Itainópolis - PI,11507
2205102,Itaueira - PI,11010
2205151,Jacobina do Piauí - PI,5753
2205201,Jaicós - PI,19035
2205250,Jardim do Mulato - PI,4494
2205276,Jatobá do Piauí - PI,4855
2205300,Jerumenha - PI,4457
2205359,João Costa - PI,3010
2205409,Joaquim Pires - PI,14332
2205458,Joca Marques - PI,5419
2205508,José de Freitas - PI,39072
2205516,Juazeiro do Piauí - PI,5472
2205524,Júlio Borges - PI,5614
2205532,Jurema - PI,4748
2205540,Lagoinha do Piauí - PI,2831
2205557,Lagoa Alegre - PI,8504
2205565,Lagoa do Barro do Piauí - PI,4653
2205573,Lagoa de São Francisco - PI,6738
2205581,Lagoa do Piauí - PI,4052
2205599,Lagoa do Sítio - PI,5154
2205607,Landri Sales - PI,5307
2205706,Luís Correia - PI,30177
2205805,Luzilândia - PI,25467
2205854,Madeiro - PI,8276
2205904,Manoel Emídio - PI,5348
2205953,Marcolândia - PI,8439
2206001,Marcos Parente - PI,4550
2206050,Massapê do Piauí - PI,6434
2206100,Matias Olímpio - PI,10913
2206209,Miguel Alves - PI,33684
2206308,Miguel Leão - PI,1250
2206357,Milton Brandão - PI,6617
2206407,Monsenhor Gil - PI,10565
2206506,Monsenhor Hipólito - PI,7729
2206605,Monte Alegre do Piauí - PI,10611
2206654,Morro Cabeça no Tempo - PI,4533
2206670,Morro do Chapéu do Piauí - PI,6781
2206696,Murici dos Portelas - PI,9105
2206704,Nazaré do Piauí - PI,7356
2206720,Nazária - PI,8536
2206753,Nossa Senhora de Nazaré - PI,4847
2206803,Nossa Senhora dos Remédios - PI,8661
2206902,Novo Oriente do Piauí - PI,6575
2206951,Novo Santo Antônio - PI,2979
2207009,Oeiras - PI,36971
2207108,Olho D'Água do Piauí - PI,2449
2207207,Padre Marcos - PI,6862
2207306,Paes Landim - PI,4132
2207355,Pajeú do Piauí - PI,3375
2207405,Palmeira do Piauí - PI,5051
2207504,Palmeirais - PI,14488
2207553,Paquetá - PI,3953
2207603,Parnaguá - PI,10762
2207702,Parnaíba - PI,152653
2207751,Passagem Franca do Piauí - PI,4302
2207777,Patos do Piauí - PI,6377
2207793,Pau D'Arco do Piauí - PI,4023
2207801,Paulistana - PI,20490
2207850,Pavussu - PI,3685
2207900,Pedro II - PI,38704
2207934,Pedro Laurentino - PI,2529
2207959,Nova Santa Rita - PI,4365
2208007,Picos - PI,78002
2208106,Pimenteiras - PI,12115
2208205,Pio IX - PI,18389
2208304,Piracuruca - PI,28703
2208403,Piripiri - PI,63694
2208502,Porto - PI,12526
2208551,Porto Alegre do Piauí - PI,2700
2208601,Prata do Piauí - PI,3153
2208650,Queimada Nova - PI,8966
2208700,Redenção do Gurguéia - PI,8758
2208809,Regeneração - PI,17978
2208858,Riacho Frio - PI,4316
2208874,Ribeira do Piauí - PI,4464
2208908,Ribeiro Gonçalves - PI,7305
2209005,Rio Grande do Piauí - PI,6431
2209104,Santa Cruz do Piauí - PI,6232
2209153,Santa Cruz dos Milagres - PI,4004
2209203,Santa Filomena - PI,6252
2209302,Santa Luz - PI,5836
2209351,Santana do Piauí - PI,4625
2209377,Santa Rosa do Piauí - PI,5258
2209401,Santo Antônio de Lisboa - PI,6388
2209450,Santo Antônio dos Milagres - PI,2155
2209500,Santo Inácio do Piauí - PI,3785
2209559,São Braz do Piauí - PI,4444
2209609,São Félix do Piauí - PI,2954
2209658,São Francisco de Assis do Piauí - PI,5731
2209708,São Francisco do Piauí - PI,6425
2209757,São Gonçalo do Gurguéia - PI,3025
2209807,São Gonçalo do Piauí - PI,4999
2209856,São João da Canabrava - PI,4602
2209872,São João da Fronteira - PI,6019
2209906,São João da Serra - PI,6157
2209955,São João da Varjota - PI,4832
2209971,São João do Arraial - PI,7937
2210003,São João do Piauí - PI,20537
2210052,São José do Divino - PI,5338
2210102,São José do Peixe - PI,3750
2210201,São José do Piauí - PI,6710
2210300,São Julião - PI,6353
2210359,São Lourenço do Piauí - PI,4568
2210375,São Luis do Piauí - PI,2642
2210383,São Miguel da Baixa Grande - PI,2449
2210391,São Miguel do Fidalgo - PI,3040
2210409,São Miguel do Tapuio - PI,17686
2210508,São Pedro do Piauí - PI,14255
2210607,São Raimundo Nonato - PI,34535
2210623,Sebastião Barros - PI,3488
2210631,Sebastião Leal - PI,4286
2210656,Sigefredo Pacheco - PI,10024
2210706,Simões - PI,14615
2210805,Simplício Mendes - PI,12663
2210904,Socorro do Piauí - PI,4576
2210938,Sussuapara - PI,6692
2210953,Tamboril do Piauí - PI,2908
2210979,Tanque do Piauí - PI,2756
2211001,Teresina - PI,861442
2211100,União - PI,44396
2211209,Uruçuí - PI,21457
2211308,Valença do Piauí - PI,20906
2211357,Várzea Branca - PI,4956
2211407,Várzea Grande - PI,4397
2211506,Vera Mendes - PI,3075
2211605,Vila Nova do Piauí - PI,2990
2211704,Wall Ferraz - PI,4454
2300101,Abaiara - CE,11663
2300150,Acarape - CE,15399
2300200,Acaraú - CE,62557
2300309,Acopiara - CE,53931
2300408,Aiuaba - CE,17303
2300507,Alcântaras - CE,11529
2300606,Altaneira - CE,7521
2300705,Alto Santo - CE,17096
2300754,Amontada - CE,43131
2300804,Antonina do Norte - CE,7328
2300903,Apuiarés - CE,14814
2301000,Aquiraz - CE,79563
2301109,Aracati - CE,74084
2301208,Aracoiaba - CE,26437
2301257,Ararendá - CE,10901
2301307,Araripe - CE,21550
2301406,Aratuba - CE,11346
2301505,Arneiroz - CE,7836
2301604,Assaré - CE,23417
2301703,Aurora - CE,24699
2301802,Baixio - CE,6272
2301851,Banabuiú - CE,18151
2301901,Barbalha - CE,60155
2301950,Barreira - CE,22362
2302008,Barro - CE,22593
2302057,Barroquinha - CE,14989
2302107,Baturité - CE,35575
2302206,Beberibe - CE,53421
2302305,Bela Cruz - CE,32593
2302404,Boa Viagem - CE,54440
2302503,Brejo Santo - CE,49109
2302602,Camocim - CE,63408
2302701,Campos Sales - CE,27409
2302800,Canindé - CE,78049
2302909,Capistrano - CE,17793
2303006,Caridade - CE,22427
2303105,Cariré - CE,18802
2303204,Caririaçu - CE,27095
2303303,Cariús - CE,18950
2303402,Carnaubal - CE,17747
2303501,Cascavel - CE,71499
2303600,Catarina - CE,20562
2303659,Catunda - CE,10437
2303709,Caucaia - CE,363982
2303808,Cedro - CE,25249
2303907,Chaval - CE,13047
2303931,Choró - CE,13476
2303956,Chorozinho - CE,19345
2304004,Coreaú - CE,23258
2304103,Crateús - CE,74982
2304202,Crato - CE,131372
2304236,Croatá - CE,17994
2304251,Cruz - CE,24131
2304269,Deputado Irapuan Pinheiro - CE,9585
2304277,Ereré - CE,7211
2304285,Eusébio - CE,52880
2304301,Farias Brito - CE,18882
2304350,Forquilha - CE,24169
2304400,Fortaleza - CE,2643247
2304459,Fortim - CE,16357
2304509,Frecheirinha - CE,13758
2304608,General Sampaio - CE,6956
2304657,Graça - CE,15423
2304707,Granja - CE,54729
2304806,Granjeiro - CE,4469
2304905,Groaíras - CE,11076
2304954,Guaiúba - CE,26472
2305001,Guaraciaba do Norte - CE,39713
2305100,Guaramiranga - CE,3595
2305209,Hidrolândia - CE,20352
2305233,Horizonte - CE,66114
2305266,Ibaretama - CE,13317
2305308,Ibiapina - CE,24995
2305332,Ibicuitinga - CE,12419
2305357,Icapuí - CE,19804
2305407,Icó - CE,67972
2305506,Iguatu - CE,103255
2305605,Independência - CE,26168
2305654,Ipaporanga - CE,11587
2305704,Ipaumirim - CE,12439
2305803,Ipu - CE,41873
2305902,Ipueiras - CE,38205
2306009,Iracema - CE,14227
2306108,Irauçuba - CE,24003
2306207,Itaiçaba - CE,7787
2306256,Itaitinga - CE,39518
2306306,Itapajé - CE,52240
2306405,Itapipoca - CE,128135
2306504,Itapiúna - CE,20133
2306553,Itarema - CE,41445
2306603,Itatira - CE,20786
2306702,Jaguaretama - CE,18102
2306801,Jaguaribara - CE,11359
2306900,Jaguaribe - CE,34729
2307007,Jaguaruana - CE,33967
2307106,Jardim - CE,27284
2307205,Jati - CE,7902
2307254,Jijoca de Jericoacoara - CE,19587
2307304,Juazeiro do Norte - CE,271926
2307403,Jucás - CE,24773
2307502,Lavras da Mangabeira - CE,31584
2307601,Limoeiro do Norte - CE,59278
2307635,Madalena - CE,19906
2307650,Maracanaú - CE,226128
2307700,Maranguape - CE,127098
2307809,Marco - CE,27127
2307908,Martinópole - CE,11143
2308005,Massapê - CE,38424
2308104,Mauriti - CE,46854
2308203,Meruoca - CE,15030
2308302,Milagres - CE,28466
2308351,Milhã - CE,13241
2308377,Miraíma - CE,13669
2308401,Missão Velha - CE,35662
2308500,Mombaça - CE,44060
2308609,Monsenhor Tabosa - CE,17167
2308708,Morada Nova - CE,62069
2308807,Moraújo - CE,8689
2308906,Morrinhos - CE,22354
2309003,Mucambo - CE,14485
2309102,Mulungu - CE,12892
2309201,Nova Olinda - CE,15520
2309300,Nova Russas - CE,32262
2309409,Novo Oriente - CE,28557
2309458,Ocara - CE,25557
2309508,Orós - CE,21471
2309607,Pacajus - CE,71193
2309706,Pacatuba - CE,83157
2309805,Pacoti - CE,12046
2309904,Pacujá - CE,6246
2310001,Palhano - CE,9348
2310100,Palmácia - CE,13214
2310209,Paracuru - CE,34097
2310258,Paraipaba - CE,32700
2310308,Parambu - CE,31398
2310407,Paramoti - CE,11664
2310506,Pedra Branca - CE,43160
2310605,Penaforte - CE,9010
2310704,Pentecoste - CE,37326
2310803,Pereiro - CE,16281
2310852,Pindoretama - CE,20748
2310902,Piquet Carneiro - CE,16827
2310951,Pires Ferreira - CE,10853
2311009,Poranga - CE,12334
2311108,Porteiras - CE,15047
2311207,Potengi - CE,10986
2311231,Potiretama - CE,6400
2311264,Quiterianópolis - CE,21000
2311306,Quixadá - CE,87116
2311355,Quixelô - CE,14986
2311405,Quixeramobim - CE,79081
2311504,Quixeré - CE,22008
2311603,Redenção - CE,27633
2311702,Reriutaba - CE,18945
2311801,Russas - CE,76884
2311900,Saboeiro - CE,15808
2311959,Salitre - CE,16435
2312007,Santana do Acaraú - CE,32216
2312106,Santana do Cariri - CE,17622
2312205,Santa Quitéria - CE,43695
2312304,São Benedito - CE,46949
2312403,São Gonçalo do Amarante - CE,48516
2312502,São João do Jaguaribe - CE,7691
2312601,São Luís do Curu - CE,12938
2312700,Senador Pompeu - CE,26664
2312809,Senador Sá - CE,7553
2312908,Sobral - CE,206644
2313005,Solonópole - CE,18291
2313104,Tabuleiro do Norte - CE,30695
2313203,Tamboril - CE,25731
2313252,Tarrafas - CE,8926
2313302,Tauá - CE,58517
2313351,Tejuçuoca - CE,18998
2313401,Tianguá - CE,75140
2313500,Trairi - CE,55535
2313559,Tururu - CE,16015
2313609,Ubajara - CE,34530
2313708,Umari - CE,7729
2313757,Umirim - CE,19811
2313807,Uruburetama - CE,21725
2313906,Uruoca - CE,13763
2313955,Varjota - CE,18368
2314003,Várzea Alegre - CE,40704
2314102,Viçosa do Ceará - CE,60355
2400109,Acari - RN,11152
2400208,Açu - RN,57644
2400307,Afonso Bezerra - RN,11041
2400406,Água Nova - RN,3230
2400505,Alexandria - RN,13602
2400604,Almino Afonso - RN,4761
2400703,Alto do Rodrigues - RN,14326
2400802,Angicos - RN,11724
2400901,Antônio Martins - RN,7137
2401008,Apodi - RN,35814
2401107,Areia Branca - RN,27162
2401206,Arês - RN,14192
2401305,Campo Grande - RN,9638
2401404,Baía Formosa - RN,9218
2401453,Baraúna - RN,27994
2401503,Barcelona - RN,4002
2401602,Bento Fernandes - RN,5469
2401651,Bodó - RN,2250
2401701,Bom Jesus - RN,10152
2401800,Brejinho - RN,12609
2401859,Caiçara do Norte - RN,6537
2401909,Caiçara do Rio do Vento - RN,3652
2402006,Caicó - RN,67554
2402105,Campo Redondo - RN,11142
2402204,Canguaretama - RN,33999
2402303,Caraúbas - RN,20443
2402402,Carnaúba dos Dantas - RN,8119
2402501,Carnaubais - RN,10651
2402600,Ceará-Mirim - RN,73099
2402709,Cerro Corá - RN,11178
2402808,Coronel Ezequiel - RN,5508
2402907,Coronel João Pessoa - RN,4908
2403004,Cruzeta - RN,8014
2403103,Currais Novos - RN,44664
2403202,Doutor Severiano - RN,7080
2403251,Parnamirim - RN,255793
2403301,Encanto - RN,5608
2403400,Equador - RN,6036
2403509,Espírito Santo - RN,10527
2403608,Extremoz - RN,28222
2403707,Felipe Guerra - RN,5972
2403756,Fernando Pedroza - RN,3039
2403806,Florânia - RN,9121
2403905,Francisco Dantas - RN,2836
2404002,Frutuoso Gomes - RN,4095
2404101,Galinhos - RN,2726
2404200,Goianinha - RN,25980
2404309,Governador Dix-Sept Rosado - RN,12997
2404408,Grossos - RN,10302
2404507,Guamaré - RN,15349
2404606,Ielmo Marinho - RN,13628
2404705,Ipanguaçu - RN,15354
2404804,Ipueira - RN,2228
2404853,Itajá - RN,7501
2404903,Itaú - RN,5858
2405009,Jaçanã - RN,9026
2405108,Jandaíra - RN,6863
2405207,Janduís - RN,5289
2405306,Januário Cicco - RN,10087
2405405,Japi - RN,5117
2405504,Jardim de Angicos - RN,2617
2405603,Jardim de Piranhas - RN,14730
2405702,Jardim do Seridó - RN,12395
2405801,João Câmara - RN,34747
2405900,João Dias - RN,2655
2406007,José da Penha - RN,5957
2406106,Jucurutu - RN,18274
2406155,Jundiá - RN,3873
2406205,Lagoa d'Anta - RN,6728
2406304,Lagoa de Pedras - RN,7503
2406403,Lagoa de Velhos - RN,2731
2406502,Lagoa Nova - RN,15477
2406601,Lagoa Salgada - RN,8192
2406700,Lajes - RN,11208
2406809,Lajes Pintadas - RN,4755
2406908,Lucrécia - RN,3966
2407005,Luís Gomes - RN,10086
2407104,Macaíba - RN,79743
2407203,Macau - RN,31584
2407252,Major Sales - RN,3978
2407302,Marcelino Vieira - RN,8358
2407401,Martins - RN,8692
2407500,Maxaranguape - RN,12194
2407609,Messias Targino - RN,4568
2407708,Montanhas - RN,11295
2407807,Monte Alegre - RN,22239
2407906,Monte das Gameleiras - RN,2127
2408003,Mossoró - RN,294076
2408102,Natal - RN,877640
2408201,Nísia Floresta - RN,27260
2408300,Nova Cruz - RN,37233
2408409,Olho d'Água do Borges - RN,4272
2408508,Ouro Branco - RN,4812
2408607,Paraná - RN,4232
2408706,Paraú - RN,3787
2408805,Parazinho - RN,5201
2408904,Parelhas - RN,21408
2408953,Rio do Fogo - RN,10789
2409100,Passa e Fica - RN,13076
2409209,Passagem - RN,3075
2409308,Patu - RN,12701
2409332,Santa Maria - RN,5480
2409407,Pau dos Ferros - RN,30183
2409506,Pedra Grande - RN,3275
2409605,Pedra Preta - RN,2478
2409704,Pedro Avelino - RN,6780
2409803,Pedro Velho - RN,14767
2409902,Pendências - RN,14984
2410009,Pilões - RN,3806
2410108,Poço Branco - RN,15294
2410207,Portalegre - RN,7827
2410256,Porto do Mangue - RN,6765
2410306,Serra Caiada - RN,10266
2410405,Pureza - RN,9516
2410504,Rafael Fernandes - RN,5067
2410603,Rafael Godeiro - RN,3194
2410702,Riacho da Cruz - RN,3543
2410801,Riacho de Santana - RN,4209
2410900,Riachuelo - RN,8034
2411007,Rodolfo Fernandes - RN,4472
2411056,Tibau - RN,4071
2411106,Ruy Barbosa - RN,3608
2411205,Santa Cruz - RN,39355
2411403,Santana do Matos - RN,12954
2411429,Santana do Seridó - RN,2670
2411502,Santo Antônio - RN,23988
2411601,São Bento do Norte - RN,2778
2411700,São Bento do Trairí - RN,4401
2411809,São Fernando - RN,3573
2411908,São Francisco do Oeste - RN,4200
2412005,São Gonçalo do Amarante - RN,101102
2412104,São João do Sabugi - RN,6179
2412203,São José de Mipibu - RN,43640
2412302,São José do Campestre - RN,12833
2412401,São José do Seridó - RN,4602
2412500,São Miguel - RN,23380
2412559,São Miguel do Gostoso - RN,9531
2412609,São Paulo do Potengi - RN,17436
2412708,São Pedro - RN,6014
2412807,São Rafael - RN,8212
2412906,São Tomé - RN,11057
2413003,São Vicente - RN,6397
2413102,Senador Elói de Souza - RN,6044
2413201,Senador Georgino Avelino - RN,4395
2413300,Serra de São Bento - RN,5774
2413359,Serra do Mel - RN,11790
2413409,Serra Negra do Norte - RN,8065
2413508,Serrinha - RN,6281
2413557,Serrinha dos Pintos - RN,4784
2413607,Severiano Melo - RN,2799
2413706,Sítio Novo - RN,5481
2413805,Taboleiro Grande - RN,2545
2413904,Taipu - RN,12261
2414001,Tangará - RN,15581
2414100,Tenente Ananias - RN,10715
2414159,Tenente Laurentino Cruz - RN,5883
2414209,Tibau do Sul - RN,13916
2414308,Timbaúba dos Batistas - RN,2407
2414407,Touros - RN,33734
2414456,Triunfo Potiguar - RN,3259
2414506,Umarizal - RN,10591
2414605,Upanema - RN,14516
2414704,Várzea - RN,5485
2414753,Venha-Ver - RN,4149
2414803,Vera Cruz - RN,12323
2414902,Viçosa - RN,1712
2415008,Vila Flor - RN,3146
2500106,Água Branca - PB,10161
2500205,Aguiar - PB,5571
2500304,Alagoa Grande - PB,28623
2500403,Alagoa Nova - PB,20589
2500502,Alagoinha - PB,14367
2500536,Alcantil - PB,5473
2500577,Algodão de Jandaíra - PB,2488
2500601,Alhandra - PB,19391
2500700,São João do Rio do Peixe - PB,17941
2500734,Amparo - PB,2227
2500775,Aparecida - PB,8337
2500809,Araçagi - PB,17079
2500908,Arara - PB,13438
2501005,Araruna - PB,20215
2501104,Areia - PB,22978
2501153,Areia de Baraúnas - PB,2140
2501203,Areial - PB,6935
2501302,Aroeiras - PB,19190
2501351,Assunção - PB,3870
2501401,Baía da Traição - PB,8933
2501500,Bananeiras - PB,21210
2501534,Baraúna - PB,4831
2501575,Barra de Santana - PB,8249
2501609,Barra de Santa Rosa - PB,15268
2501708,Barra de São Miguel - PB,5939
2501807,Bayeux - PB,96550
2501906,Belém - PB,17640
2502003,Belém do Brejo do Cruz - PB,7335
2502052,Bernardino Batista - PB,3393
2502102,Boa Ventura - PB,5423
2502151,Boa Vista - PB,6972
2502201,Bom Jesus - PB,2547
2502300,Bom Sucesso - PB,4994
2502409,Bonito de Santa Fé - PB,11797
2502508,Boqueirão - PB,17751
2502607,Igaracy - PB,6186
2502706,Borborema - PB,5395
2502805,Brejo do Cruz - PB,13993
2502904,Brejo dos Santos - PB,6433
2503001,Caaporã - PB,21698
2503100,Cabaceiras - PB,5503
2503209,Cabedelo - PB,66680
2503308,Cachoeira dos Índios - PB,10182
2503407,Cacimba de Areia - PB,3729
2503506,Cacimba de Dentro - PB,17159
2503555,Cacimbas - PB,7145
2503605,Caiçara - PB,7292
2503704,Cajazeiras - PB,61776
2503753,Cajazeirinhas - PB,3181
2503803,Caldas Brandão - PB,5982
2503902,Camalaú - PB,5994
2504009,Campina Grande - PB,407472
2504033,Capim - PB,6424
2504074,Caraúbas - PB,4140
2504108,Carrapateira - PB,2631
2504157,Casserengue - PB,7431
2504207,Catingueira - PB,4929
2504306,Catolé do Rocha - PB,30343
2504355,Caturité - PB,4807
2504405,Conceição - PB,18904
2504504,Condado - PB,6649
2504603,Conde - PB,24323
2504702,Congo - PB,4785
2504801,Coremas - PB,15423
2504850,Coxixola - PB,1907
2504900,Cruz do Espírito Santo - PB,17366
2505006,Cubati - PB,7763
2505105,Cuité - PB,20343
2505204,Cuitegi - PB,6823
2505238,Cuité de Mamanguape - PB,6349
2505279,Curral de Cima - PB,5242
2505303,Curral Velho - PB,2521
2505352,Damião - PB,5289
2505402,Desterro - PB,8279
2505501,Vista Serrana - PB,3773
2505600,Diamante - PB,6575
2505709,Dona Inês - PB,10429
2505808,Duas Estradas - PB,3610
2505907,Emas - PB,3505
2506004,Esperança - PB,33003
2506103,Fagundes - PB,11355
2506202,Frei Martinho - PB,2990
2506251,Gado Bravo - PB,8448
2506301,Guarabira - PB,58492
2506400,Gurinhém - PB,14131
2506509,Gurjão - PB,3403
2506608,Ibiara - PB,5956
2506707,Imaculada - PB,11790
2506806,Ingá - PB,18101
2506905,Itabaiana - PB,24537
2507002,Itaporanga - PB,24653
2507101,Itapororoca - PB,18501
2507200,Itatuba - PB,10801
2507309,Jacaraú - PB,14349
2507408,Jericó - PB,7732
2507507,João Pessoa - PB,800323
2507606,Juarez Távora - PB,7896
2507705,Juazeirinho - PB,18041
2507804,Junco do Seridó - PB,7104
2507903,Juripiranga - PB,10717
2508000,Juru - PB,9886
2508109,Lagoa - PB,4679
2508208,Lagoa de Dentro - PB,7643
2508307,Lagoa Seca - PB,27385
2508406,Lastro - PB,2749
2508505,Livramento - PB,7371
2508554,Logradouro - PB,4294
2508604,Lucena - PB,12944
2508703,Mãe d'Água - PB,4020
2508802,Malta - PB,5766
2508901,Mamanguape - PB,44657
2509008,Manaíra - PB,11092
2509057,Marcação - PB,8460
2509107,Mari - PB,21808
2509156,Marizópolis - PB,6565
2509206,Massaranduba - PB,13742
2509305,Mataraca - PB,8327
2509339,Matinhas - PB,4516
2509370,Mato Grosso - PB,2889
2509396,Maturéia - PB,6506
2509404,Mogeiro - PB,13308
2509503,Montadas - PB,5598
2509602,Monte Horebe - PB,4789
2509701,Monteiro - PB,33007
2509800,Mulungu - PB,9878
2509909,Natuba - PB,10458
2510006,Nazarezinho - PB,7312
2510105,Nova Floresta - PB,10651
2510204,Nova Olinda - PB,5978
2510303,Nova Palmeira - PB,4840
2510402,Olho d'Água - PB,6592
2510501,Olivedos - PB,3912
2510600,Ouro Velho - PB,3033
2510659,Parari - PB,1786
2510709,Passagem - PB,2402
2510808,Patos - PB,106984
2510907,Paulista - PB,12260
2511004,Pedra Branca - PB,3800
2511103,Pedra Lavrada - PB,7766
2511202,Pedras de Fogo - PB,28389
2511301,Piancó - PB,16038
2511400,Picuí - PB,18706
2511509,Pilar - PB,11855
2511608,Pilões - PB,6680
2511707,Pilõezinhos - PB,5105
2511806,Pirpirituba - PB,10572
2511905,Pitimbu - PB,18904
2512002,Pocinhos - PB,18429
2512036,Poço Dantas - PB,3777
2512077,Poço de José de Moura - PB,4276
2512101,Pombal - PB,32749
2512200,Prata - PB,4141
2512309,Princesa Isabel - PB,23215
2512408,Puxinanã - PB,13630
2512507,Queimadas - PB,43917
2512606,Quixaba - PB,1929
2512705,Remígio - PB,19340
2512721,Pedro Régis - PB,6064
2512747,Riachão - PB,3564
2512754,Riachão do Bacamarte - PB,4500
2512762,Riachão do Poço - PB,4477
2512788,Riacho de Santo Antônio - PB,1951
2512804,Riacho dos Cavalos - PB,8587
2512903,Rio Tinto - PB,24088
2513000,Salgadinho - PB,3919
2513109,Salgado de São Félix - PB,12149
2513158,Santa Cecília - PB,6574
2513208,Santa Cruz - PB,6585
2513307,Santa Helena - PB,5907
2513356,Santa Inês - PB,3597
2513406,Santa Luzia - PB,15336
2513505,Santana de Mangueira - PB,5198
2513604,Santana dos Garrotes - PB,7077
2513653,Joca Claudino - PB,2685
2513703,Santa Rita - PB,135807
2513802,Santa Teresinha - PB,4585
2513851,Santo André - PB,2532
2513901,São Bento - PB,33796
2513927,São Bentinho - PB,4492
2513943,São Domingos do Cariri - PB,2581
2513968,São Domingos - PB,3087
2513984,São Francisco - PB,3371
2514008,São João do Cariri - PB,4313
2514107,São João do Tigre - PB,4430
2514206,São José da Lagoa Tapada - PB,7680
2514305,São José de Caiana - PB,6255
2514404,São José de Espinharas - PB,4665
2514453,São José dos Ramos - PB,5915
2514503,São José de Piranhas - PB,20053
2514552,São José de Princesa - PB,3908
2514602,São José do Bonfim - PB,3526
2514651,São José do Brejo do Cruz - PB,1791
2514701,São José do Sabugi - PB,4134
2514800,São José dos Cordeiros - PB,3723
2514909,São Mamede - PB,7745
2515005,São Miguel de Taipu - PB,7124
2515104,São Sebastião de Lagoa de Roça - PB,11753
2515203,São Sebastião do Umbuzeiro - PB,3466
2515302,Sapé - PB,52443
2515401,São Vicente do Seridó - PB,10728
2515500,Serra Branca - PB,13630
2515609,Serra da Raiz - PB,3141
2515708,Serra Grande - PB,3089
2515807,Serra Redonda - PB,7041
2515906,Serraria - PB,6131
2515930,Sertãozinho - PB,4958
2515971,Sobrado - PB,7751
2516003,Solânea - PB,26592
2516102,Soledade - PB,14837
2516151,Sossêgo - PB,3516
2516201,Sousa - PB,69161
2516300,Sumé - PB,16864
2516409,Tacima - PB,10887
2516508,Taperoá - PB,15185
2516607,Tavares - PB,14614
2516706,Teixeira - PB,15072
2516755,Tenório - PB,3035
2516805,Triunfo - PB,9466
2516904,Uiraúna - PB,15300
2517001,Umbuzeiro - PB,9902
2517100,Várzea - PB,2779
2517209,Vieirópolis - PB,5323
2517407,Zabelê - PB,2225
2600054,Abreu e Lima - PE,99622
2600104,Afogados da Ingazeira - PE,37111
2600203,Afrânio - PE,19456
2600302,Agrestina - PE,24702
2600401,Água Preta - PE,36454
2600500,Águas Belas - PE,43195
2600609,Alagoinha - PE,14554
2600708,Aliança - PE,38375
2600807,Altinho - PE,22959
2600906,Amaraji - PE,22788
2601003,Angelim - PE,11072
2601052,Araçoiaba - PE,20312
2601102,Araripina - PE,83964
2601201,Arcoverde - PE,73844
2601300,Barra de Guabiraba - PE,14257
2601409,Barreiros - PE,42552
2601508,Belém de Maria - PE,12023
2601607,Belém do São Francisco - PE,20728
2601706,Belo Jardim - PE,76185
2601805,Betânia - PE,12671
2601904,Bezerros - PE,60714
2602001,Bodocó - PE,37909
2602100,Bom Conselho - PE,48336
2602209,Bom Jardim - PE,39132
2602308,Bonito - PE,38152
2602407,Brejão - PE,8999
2602506,Brejinho - PE,7486
2602605,Brejo da Madre de Deus - PE,50249
2602704,Buenos Aires - PE,13119
2602803,Buíque - PE,57825
2602902,Cabo de Santo Agostinho - PE,205112
2603009,Cabrobó - PE,33934
2603108,Cachoeirinha - PE,20258
2603207,Caetés - PE,28570
2603306,Calçado - PE,11089
2603405,Calumbi - PE,5753
2603454,Camaragibe - PE,156736
2603504,Camocim de São Félix - PE,18627
2603603,Camutanga - PE,8530
2603702,Canhotinho - PE,24835
2603801,Capoeiras - PE,20048
2603900,Carnaíba - PE,19491
2603926,Carnaubeira da Penha - PE,12836
2604007,Carpina - PE,82872
2604106,Caruaru - PE,356872
2604155,Casinhas - PE,14313
2604205,Catende - PE,42434
2604304,Cedro - PE,11722
2604403,Chã de Alegria - PE,13428
2604502,Chã Grande - PE,21579
2604601,Condado - PE,26249
2604700,Correntes - PE,18144
2604809,Cortês - PE,12596
2604908,Cumaru - PE,11635
2605004,Cupira - PE,24041
2605103,Custódia - PE,36841
2605152,Dormentes - PE,18734
2605202,Escada - PE,68448
2605301,Exu - PE,31885
2605400,Feira Nova - PE,22013
2605459,Fernando de Noronha - PE,3021
2605509,Ferreiros - PE,14365
2605608,Flores - PE,22631
2605707,Floresta - PE,32556
2605806,Frei Miguelinho - PE,15366
2605905,Gameleira - PE,30780
2606002,Garanhuns - PE,138983
2606101,Glória do Goitá - PE,30504
2606200,Goiana - PE,79455
2606309,Granito - PE,7435
2606408,Gravatá - PE,83437
2606507,Iati - PE,19152
2606606,Ibimirim - PE,29055
2606705,Ibirajuba - PE,7756
2606804,Igarassu - PE,115640
2606903,Iguaracy - PE,12209
2607000,Inajá - PE,22840
2607109,Ingazeira - PE,4554
2607208,Ipojuca - PE,94709
2607307,Ipubi - PE,30512
2607406,Itacuruba - PE,4869
2607505,Itaíba - PE,26390
2607604,Ilha de Itamaracá - PE,25836
2607653,Itambé - PE,36422
2607703,Itapetim - PE,13680
2607752,Itapissuma - PE,26397
2607802,Itaquitinga - PE,16903
2607901,Jaboatão dos Guararapes - PE,697636
2607950,Jaqueira - PE,11668
2608008,Jataúba - PE,17070
2608057,Jatobá - PE,14740
